cep_raw,cep_normalizado,url,erro
57930000,57930000,https://viacep.com.br/ws/57930000/json/,request_exception
57740000,57740000,https://viacep.com.br/ws/57740000/json/,request_exception
57200000,57200000,https://viacep.com.br/ws/57200000/json/,request_exception
57210000,57210000,https://viacep.com.br/ws/57210000/json/,request_exception
57150000,57150000,https://viacep.com.br/ws/57150000/json/,request_exception
57720000,57720000,https://viacep.com.br/ws/57720000/json/,request_exception
57460000,57460000,https://viacep.com.br/ws/57460000/json/,request_exception
57510000,57510000,https://viacep.com.br/ws/57510000/json/,request_exception
57900000,57900000,https://viacep.com.br/ws/57900000/json/,request_exception
57945000,57945000,https://viacep.com.br/ws/57945000/json/,request_exception
57290000,57290000,https://viacep.com.br/ws/57290000/json/,request_exception
57750000,57750000,https://viacep.com.br/ws/57750000/json/,request_exception
57100000,57100000,https://viacep.com.br/ws/57100000/json/,request_exception
57257000,57257000,https://viacep.com.br/ws/57257000/json/,request_exception
57130000,57130000,https://viacep.com.br/ws/57130000/json/,request_exception
57500000,57500000,https://viacep.com.br/ws/57500000/json/,request_exception
57840000,57840000,https://viacep.com.br/ws/57840000/json/,request_exception
57380000,57380000,https://viacep.com.br/ws/57380000/json/,request_exception
57860000,57860000,https://viacep.com.br/ws/57860000/json/,request_exception
57445000,57445000,https://viacep.com.br/ws/57445000/json/,request_exception
57920000,57920000,https://viacep.com.br/ws/57920000/json/,request_exception
57240001,57240001,https://viacep.com.br/ws/57240001/json/,request_exception
57240001,57240001,https://viacep.com.br/ws/57240001/json/,request_exception
57940000,57940000,https://viacep.com.br/ws/57940000/json/,request_exception
57275000,57275000,https://viacep.com.br/ws/57275000/json/,request_exception
57120000,57120000,https://viacep.com.br/ws/57120000/json/,request_exception
57515000,57515000,https://viacep.com.br/ws/57515000/json/,request_exception
57635000,57635000,https://viacep.com.br/ws/57635000/json/,request_exception
57640000,57640000,https://viacep.com.br/ws/57640000/json/,request_exception
57265000,57265000,https://viacep.com.br/ws/57265000/json/,request_exception
57370000,57370000,https://viacep.com.br/ws/57370000/json/,request_exception
57800000,57800000,https://viacep.com.br/ws/57800000/json/,request_exception
57700000,57700000,https://viacep.com.br/ws/57700000/json/,request_exception
69540000,69540000,https://viacep.com.br/ws/69540000/json/,request_exception
69620000,69620000,https://viacep.com.br/ws/69620000/json/,request_exception
69445000,69445000,https://viacep.com.br/ws/69445000/json/,request_exception
69440000,69440000,https://viacep.com.br/ws/69440000/json/,request_exception
69265000,69265000,https://viacep.com.br/ws/69265000/json/,request_exception
69650000,69650000,https://viacep.com.br/ws/69650000/json/,request_exception
69240000,69240000,https://viacep.com.br/ws/69240000/json/,request_exception
69700000,69700000,https://viacep.com.br/ws/69700000/json/,request_exception
69160000,69160000,https://viacep.com.br/ws/69160000/json/,request_exception
69630000,69630000,https://viacep.com.br/ws/69630000/json/,request_exception
69430000,69430000,https://viacep.com.br/ws/69430000/json/,request_exception
69195000,69195000,https://viacep.com.br/ws/69195000/json/,request_exception
69850000,69850000,https://viacep.com.br/ws/69850000/json/,request_exception
69200000,69200000,https://viacep.com.br/ws/69200000/json/,request_exception
69425000,69425000,https://viacep.com.br/ws/69425000/json/,request_exception
69820000,69820000,https://viacep.com.br/ws/69820000/json/,request_exception
69500000,69500000,https://viacep.com.br/ws/69500000/json/,request_exception
69250000,69250000,https://viacep.com.br/ws/69250000/json/,request_exception
69255000,69255000,https://viacep.com.br/ws/69255000/json/,request_exception
69460000,69460000,https://viacep.com.br/ws/69460000/json/,request_exception
69450000,69450000,https://viacep.com.br/ws/69450000/json/,request_exception
69880000,69880000,https://viacep.com.br/ws/69880000/json/,request_exception
69870000,69870000,https://viacep.com.br/ws/69870000/json/,request_exception
69670000,69670000,https://viacep.com.br/ws/69670000/json/,request_exception
69895000,69895000,https://viacep.com.br/ws/69895000/json/,request_exception
69800000,69800000,https://viacep.com.br/ws/69800000/json/,request_exception
69890000,69890000,https://viacep.com.br/ws/69890000/json/,request_exception
69415000,69415000,https://viacep.com.br/ws/69415000/json/,request_exception
69100001,69100001,https://viacep.com.br/ws/69100001/json/,request_exception
69100001,69100001,https://viacep.com.br/ws/69100001/json/,request_exception
69510000,69510000,https://viacep.com.br/ws/69510000/json/,request_exception
69120000,69120000,https://viacep.com.br/ws/69120000/json/,request_exception
69495000,69495000,https://viacep.com.br/ws/69495000/json/,request_exception
69520000,69520000,https://viacep.com.br/ws/69520000/json/,request_exception
69660000,69660000,https://viacep.com.br/ws/69660000/json/,request_exception
69830000,69830000,https://viacep.com.br/ws/69830000/json/,request_exception
69400001,69400001,https://viacep.com.br/ws/69400001/json/,request_exception
69400001,69400001,https://viacep.com.br/ws/69400001/json/,request_exception
69435000,69435000,https://viacep.com.br/ws/69435000/json/,request_exception
69000001,69000001,https://viacep.com.br/ws/69000001/json/,request_exception
